,name,categories,lat,lng,brewery_name
69,Oscar's Mexican Seafood,Taco Place,32.748613351312244,-117.15913247771807,Modern Times Beer
70,Born And Raised,Steakhouse,32.72467459308987,-117.1684142947197,Modern Times Beer
71,Mona Lisa Italian Restaurant,Italian Restaurant,32.726207,-117.169113,Modern Times Beer
72,Ironside Fish & Oyster,Seafood Restaurant,32.72272066689553,-117.16845331120666,Modern Times Beer
73,Little Italy,Neighborhood,32.72366001957812,-117.16840543832453,Modern Times Beer
74,Mission Beach Boardwalk,Pedestrian Plaza,32.771921856945994,-117.25291728973389,Modern Times Beer
75,The Original Sab-E-Lee,Thai Restaurant,32.78448429260363,-117.17092214585426,Modern Times Beer
76,Trader Joe's,Grocery Store,32.766220308575875,-117.15524196624756,Modern Times Beer
77,Evolution Fast Food,Vegetarian / Vegan Restaurant,32.736393209689886,-117.16008327884956,Modern Times Beer
78,CUCINA urbana,Italian Restaurant,32.73127815659499,-117.16018895391079,Modern Times Beer
79,Little Lion,Café,32.73679620364489,-117.25454160901572,Modern Times Beer
80,Salt & Straw,Ice Cream Shop,32.72282579860498,-117.1683457829966,Modern Times Beer
81,Wood Ranch BBQ & Grill,BBQ Joint,32.77007166525961,-117.15960928364782,Modern Times Beer
82,Little Italy Mercato,Farmers Market,32.72197189683324,-117.16794020114014,Modern Times Beer
83,K&K Nails & Spa,Nail Salon,32.74919781216725,-117.15470055826377,Modern Times Beer
84,Trader Joe's,Grocery Store,32.74978121855743,-117.1539325382322,Modern Times Beer
85,The KnotStop,Massage Studio,32.74934896925283,-117.15375172197318,Modern Times Beer
86,Azuki Sushi,Sushi Restaurant,32.72966503794671,-117.16011934341823,Modern Times Beer
87,Pappalecco,Ice Cream Shop,32.72208194197262,-117.16663366794683,Modern Times Beer
88,Mister A's,Restaurant,32.7319002,-117.1604249,Modern Times Beer
89,Filippi's Pizza Grotto,Pizza Place,32.723821281963666,-117.1682474791058,Modern Times Beer
90,Hillcrest Farmers Market,Farmers Market,32.75029820435635,-117.14923219514681,Modern Times Beer
91,The Market Place,Deli / Bodega,32.73265880029496,-117.16004414099378,Modern Times Beer
92,BevMo!,Wine Shop,32.7675429,-117.1550917,Modern Times Beer
93,Bankers Hill Bar & Restaurant,American Restaurant,32.72845590734502,-117.16141865696416,Modern Times Beer
94,Nothing Bundt Cakes,Bakery,32.773583,-117.157125,Modern Times Beer
95,Mission Beach at El Carmel,Beach,32.77844539738168,-117.2529805126724,Modern Times Beer
96,USS Midway Flight Deck,History Museum,32.71364421926737,-117.1746826171875,Modern Times Beer
97,Elephant Odyssey,Zoo Exhibit,32.73805002420298,-117.15269923210144,Modern Times Beer
98,USS Midway Museum,Museum,32.71381055353414,-117.17466593445056,Modern Times Beer
99,Skyfari West,Scenic Lookout,32.73508544762298,-117.15430184014181,Modern Times Beer
0,Lyons Classic Pinball,Arcade,40.22448021090515,-105.26886620865837,Oskar Blues Grill & Brew
1,Oskar Blues Grill & Brew,American Restaurant,40.224262981245026,-105.26850813528526,Oskar Blues Grill & Brew
2,The Stone Cup,Coffee Shop,40.22566810925768,-105.27127925128725,Oskar Blues Grill & Brew
3,SNACK soda fountain,Ice Cream Shop,40.22472062906254,-105.27030564696015,Oskar Blues Grill & Brew
4,Lyons Dairy Bar,Ice Cream Shop,40.22247904446825,-105.2647065151784,Oskar Blues Grill & Brew
5,Rabbit Mountain,Trail,40.24649063444763,-105.22389343999465,Oskar Blues Grill & Brew
6,Planet Bluegrass,Music Venue,40.22844868405748,-105.27363446560443,Oskar Blues Grill & Brew
7,Barking Dog Cafe,Bakery,40.22447408568808,-105.27066728760614,Oskar Blues Grill & Brew
8,Lyons Fork,American Restaurant,40.22481481795901,-105.27129144873852,Oskar Blues Grill & Brew
9,Smokin' Dave's BBQ & Brew - Lyons,BBQ Joint,40.223796,-105.2661935,Oskar Blues Grill & Brew
10,The Colorado Cherry Company,Bakery,40.2743297148297,-105.35930325341944,Oskar Blues Grill & Brew
11,Ya Ya Farm And Orchard,Farm,40.202358531523295,-105.19148250890822,Oskar Blues Grill & Brew
12,Mary's Market & Deli,Grocery Store,40.188966132323394,-105.17831302811155,Oskar Blues Grill & Brew
13,Pizza Bar 66,Pizza Place,40.22478949031748,-105.27060838420401,Oskar Blues Grill & Brew
14,Corner Store,Convenience Store,40.215518,-105.255567,Oskar Blues Grill & Brew
15,Corner Store,Convenience Store,40.22097963623213,-105.2572719463207,Oskar Blues Grill & Brew
16,Peaceful Valley,Trail,40.22421461643091,-105.26950796607703,Oskar Blues Grill & Brew
17,Mas Pizzaria,Pizza Place,40.22445527258916,-105.25744339304255,Oskar Blues Grill & Brew
18,Lionscrest Manor,Event Space,40.22484503833207,-105.28042886262313,Oskar Blues Grill & Brew
19,DIRECTV,Business Service,40.23573799832485,-105.32377123832703,Oskar Blues Grill & Brew
20,Blue Mountain Excavating,Construction & Landscaping,40.284959,-105.2722749,Oskar Blues Grill & Brew
21,Sleepy Lion Trail,Trail,40.22273051899713,-105.35176277160645,Oskar Blues Grill & Brew
22,Buttonrock Preserve,Trail,40.20404001189176,-105.17904769637313,Oskar Blues Grill & Brew
23,Starbuds Longmont,Marijuana Dispensary,40.203459,-105.178128,Oskar Blues Grill & Brew
24,Clark's Food Store,Convenience Store,40.18890593951856,-105.17853498458862,Oskar Blues Grill & Brew
25,Pella Crossing,Trail,40.183493529818406,-105.17667143309255,Oskar Blues Grill & Brew
26,Villa Tatra,American Restaurant,40.273879277742914,-105.35989103123305,Oskar Blues Grill & Brew
27,DSG Computer Services,IT Services,40.27583,-105.36221599999999,Oskar Blues Grill & Brew
28,Crane Hollow Cafe,Coffee Shop,40.18863674328606,-105.17806145018224,Oskar Blues Grill & Brew
0,Goose Island Beer Co.,Brewery,41.88693905791087,-87.67233954923492,Goose Island Beer Co.
1,United Center,Stadium,41.88075891038424,-87.6739739076175,Goose Island Beer Co.
2,Yuzu Sushi and Robata Grill,Japanese Restaurant,41.89601627515891,-87.6717525528659,Goose Island Beer Co.
3,Forbidden Root Restaurant & Brewery,Brewery,41.89611233430696,-87.67160473541661,Goose Island Beer Co.
4,Coalfire,Pizza Place,41.89100033997468,-87.65975130944584,Goose Island Beer Co.
5,Nini's Deli,Deli / Bodega,41.892424227559026,-87.66223418847832,Goose Island Beer Co.
6,CorePower Yoga,Yoga Studio,41.883796355871894,-87.65940248966217,Goose Island Beer Co.
7,Black Dog Gelato,Ice Cream Shop,41.8977377297036,-87.67703642634378,Goose Island Beer Co.
8,RR#1,Miscellaneous Shop,41.896513238287724,-87.66734718723058,Goose Island Beer Co.
9,Kasia's Polish Delicatessen,Deli / Bodega,41.895749484166856,-87.67961909989114,Goose Island Beer Co.
10,Bari,Sandwich Place,41.89117781715653,-87.6556284832498,Goose Island Beer Co.
11,Dark Matter Coffee,Coffee Shop,41.89514572614215,-87.68689981010728,Goose Island Beer Co.
12,Aberdeen Tap,Pub,41.890116943440866,-87.65476806055644,Goose Island Beer Co.
13,Dark Matter Coffee (Star Lounge Coffee Bar),Coffee Shop,41.89552848253647,-87.69017052555084,Goose Island Beer Co.
14,The Aviary,Cocktail Bar,41.88660462337129,-87.65211032580153,Goose Island Beer Co.
15,Barefeet Power Yoga,Yoga Studio,41.88043651893885,-87.652277105673,Goose Island Beer Co.
16,Dusty Groove,Record Shop,41.902353486433746,-87.66765133750938,Goose Island Beer Co.
17,Kai Zan,Japanese Restaurant,41.89559321879891,-87.691532505927,Goose Island Beer Co.
18,Aba,Mediterranean Restaurant,41.886852162003066,-87.64888478200851,Goose Island Beer Co.
19,Publican Quality Meats,Deli / Bodega,41.886641964097095,-87.64871823183745,Goose Island Beer Co.
20,J.P. Graziano Grocery,Italian Restaurant,41.88424552418926,-87.64982018359443,Goose Island Beer Co.
21,Maude's Liquor Bar,French Restaurant,41.884465069792995,-87.64891837305171,Goose Island Beer Co.
22,Duck Duck Goat,Chinese Restaurant,41.88676820890641,-87.6495103057492,Goose Island Beer Co.
23,Green Street Smoked Meats,BBQ Joint,41.88374674300202,-87.64881932838182,Goose Island Beer Co.
24,Momotaro,Japanese Restaurant,41.8856673631326,-87.64860372619373,Goose Island Beer Co.
25,Sawada Coffee,Coffee Shop,41.88372962882918,-87.6487263464664,Goose Island Beer Co.
26,Queen Mary,Cocktail Bar,41.90307659664575,-87.68072921788973,Goose Island Beer Co.
27,Soho House,Hotel,41.883792846053346,-87.64836176783503,Goose Island Beer Co.
28,Little Goat Diner,Diner,41.88454042272216,-87.64849373875771,Goose Island Beer Co.
29,The Publican,New American Restaurant,41.88671904771414,-87.6488304749241,Goose Island Beer Co.
30,Au Cheval,Burger Joint,41.884669,-87.647743,Goose Island Beer Co.
31,Juko Nail & Skin Rescue,Nail Salon,41.903190377616916,-87.68089679967213,Goose Island Beer Co.
32,Piccolo Sogno,Italian Restaurant,41.89085242143617,-87.64769816506221,Goose Island Beer Co.
33,Girl & the Goat,New American Restaurant,41.884265013344944,-87.6479273869747,Goose Island Beer Co.
34,Antique Taco,Taco Place,41.906456489198504,-87.67148635777411,Goose Island Beer Co.
35,The Wormhole Coffee,Coffee Shop,41.90839314023413,-87.67461064465641,Goose Island Beer Co.
36,Avec,New American Restaurant,41.88450370096197,-87.64346655892965,Goose Island Beer Co.
37,Jeni's Splendid Ice Creams,Ice Cream Shop,41.90882733007759,-87.67494398464306,Goose Island Beer Co.
38,Rootstock,New American Restaurant,41.89908262351512,-87.69690838651263,Goose Island Beer Co.
39,Spinning J Bakery and Soda Fountain,Dessert Shop,41.89933620163525,-87.69689145817068,Goose Island Beer Co.
40,Dove's Luncheonette,Diner,41.90952359487261,-87.67744655553935,Goose Island Beer Co.
41,C.C. Ferns,Coffee Shop,41.89934024761246,-87.69700969256452,Goose Island Beer Co.
42,Big Star,Taco Place,41.909228926014734,-87.677279319611,Goose Island Beer Co.
43,The Violet Hour,Speakeasy,41.909048226302026,-87.67763078212738,Goose Island Beer Co.
44,Piece Brewery and Pizzeria,Pizza Place,41.910403469910584,-87.6761452480248,Goose Island Beer Co.
45,Adams & Son Gardens,Flower Shop,41.90092540996649,-87.69662148536739,Goose Island Beer Co.
46,Myopic Books,Bookstore,41.90997660705425,-87.67685143210936,Goose Island Beer Co.
47,Stan's Donuts & Coffee,Donut Shop,41.90992704135463,-87.67746210427194,Goose Island Beer Co.
48,"iLoveKickboxing - Bucktown, IL",Gym,41.9107448,-87.671102,Goose Island Beer Co.
49,Garrett Popcorn Shops - Citigroup Center,Snack Place,41.88222740963215,-87.64050481663978,Goose Island Beer Co.
50,Allyu Spa,Spa,41.89693668843391,-87.64379031106569,Goose Island Beer Co.
51,East Bank Club,Gym,41.88969426959435,-87.63892237191234,Goose Island Beer Co.
52,Handlebar,Vegetarian / Vegan Restaurant,41.91034041797946,-87.68535669406383,Goose Island Beer Co.
53,3 Greens Market,Café,41.88993666774925,-87.6378863660802,Goose Island Beer Co.
54,CorePower Yoga,Yoga Studio,41.912503919438294,-87.68138855695724,Goose Island Beer Co.
55,Gilt Bar,Bar,41.88923642011089,-87.63537698257136,Goose Island Beer Co.
56,Whole Foods Market,Grocery Store,41.909176670058926,-87.65292937663614,Goose Island Beer Co.
57,Small Cheval,Burger Joint,41.912816131224986,-87.6814866958218,Goose Island Beer Co.
58,Trunk Club - Chicago,Men's Store,41.89213,-87.6366578,Goose Island Beer Co.
59,Binny's Beverage Depot,Liquor Store,41.913048317903566,-87.6553201675415,Goose Island Beer Co.
60,Bavette's Bar and Boeuf,Steakhouse,41.889108723869995,-87.63493174422108,Goose Island Beer Co.
61,Ipsento 606,Coffee Shop,41.914217884309366,-87.68331873621011,Goose Island Beer Co.
62,The 606 — Eastern Terminus,Trail,41.91445370168362,-87.66827769535739,Goose Island Beer Co.
63,Binny's Beverage Depot,Liquor Store,41.89141389900882,-87.63529345538798,Goose Island Beer Co.
64,Pizzeria Bebu,Pizza Place,41.909237250816886,-87.65108850655896,Goose Island Beer Co.
65,Urban Oasis- North Ave,Massage Studio,41.91074424476276,-87.6529175967673,Goose Island Beer Co.
66,Bloomingdale Trail — The 606,Trail,41.913943578117696,-87.68550432072243,Goose Island Beer Co.
67,Binny's Beverage Depot,Liquor Store,41.86797036959187,-87.64272424158158,Goose Island Beer Co.
68,Manny's Cafeteria & Delicatessen,Sandwich Place,41.86793066712168,-87.64199136595965,Goose Island Beer Co.
69,GT Fish and Oyster,Seafood Restaurant,41.891671,-87.633936,Goose Island Beer Co.
70,Starbucks,Coffee Shop,41.88429836912896,-87.63385097568745,Goose Island Beer Co.
71,Cadillac Palace Theatre,Theater,41.88400646666445,-87.63314419432791,Goose Island Beer Co.
72,Thalia Hall,Rock Club,41.85783222480576,-87.65729185972937,Goose Island Beer Co.
73,Canton Regio,Mexican Restaurant,41.857971550034044,-87.66425762356093,Goose Island Beer Co.
74,Hannah's Bretzel,Sandwich Place,41.88958948243919,-87.63263258732344,Goose Island Beer Co.
75,Studio Three,Gym / Fitness Center,41.893998830049185,-87.63137312567413,Goose Island Beer Co.
76,Steppenwolf Theatre Company,Theater,41.9125313,-87.64865689999999,Goose Island Beer Co.
77,Firecakes Donuts,Donut Shop,41.89000196526419,-87.63060477613422,Goose Island Beer Co.
78,Sunda,Sushi Restaurant,41.89084019877154,-87.63160263384698,Goose Island Beer Co.
79,Portillo's,Hot Dog Joint,41.8934295,-87.6314147,Goose Island Beer Co.
80,Xoco,Mexican Restaurant,41.89080905267858,-87.63092510796142,Goose Island Beer Co.
81,Roka Akor,Japanese Restaurant,41.89062395228323,-87.6312797618737,Goose Island Beer Co.
82,Frontera Grill,Mexican Restaurant,41.890550246513314,-87.63110093742783,Goose Island Beer Co.
83,Dusek's,Bar,41.8578788498557,-87.65752740620148,Goose Island Beer Co.
84,RPM Italian,Italian Restaurant,41.89081532118322,-87.62975543356106,Goose Island Beer Co.
85,Nonnina,Italian Restaurant,41.88874404536572,-87.63078954606128,Goose Island Beer Co.
86,Alinea,Molecular Gastronomy Restaurant,41.91346969289221,-87.64833761636885,Goose Island Beer Co.
87,Beatrix,New American Restaurant,41.89148026650749,-87.63087360767099,Goose Island Beer Co.
88,James M. Nederlander Theatre,Theater,41.88441581705103,-87.6288608028818,Goose Island Beer Co.
89,Do-Rite Donuts & Coffee,Donut Shop,41.884598,-87.629904,Goose Island Beer Co.
90,The Peninsula,Hotel,41.87865680433235,-87.62984111534422,Goose Island Beer Co.
91,Revival Food Hall,Food Court,41.87956,-87.63055,Goose Island Beer Co.
92,Garfield Park Conservatory,Garden,41.886259,-87.717177,Goose Island Beer Co.
93,Chicago Riverwalk,Waterfront,41.88728,-87.627217,Goose Island Beer Co.
94,The Bento Box,Asian Restaurant,41.917738585272076,-87.68437583448694,Goose Island Beer Co.
95,The Chicago Theatre,Theater,41.8855389313031,-87.6271507302385,Goose Island Beer Co.
96,House of Blues,Music Venue,41.88798373970122,-87.62869757560051,Goose Island Beer Co.
97,Mastro's Steakhouse,Steakhouse,41.891420086725084,-87.62995719909668,Goose Island Beer Co.
98,Shaw's Crab House,Seafood Restaurant,41.88995884817228,-87.62706513392384,Goose Island Beer Co.
99,Lagunitas Brewing Company,Brewery,41.857556170085864,-87.69204104605612,Goose Island Beer Co.
0,Central Waters Brewing Co.,Brewery,44.44244081878605,-89.27936663658558,Central Waters Brewing Co.
1,Whitetail Lanes Bar & Grill,Restaurant,44.4795307458356,-89.30930450696151,Central Waters Brewing Co.
2,Ambrosia Pub & Grill,Pub,44.450072640007086,-89.28507585983382,Central Waters Brewing Co.
3,SUBWAY,Sandwich Place,44.45068848833537,-89.29379681812797,Central Waters Brewing Co.
4,Tororrow River Supper Club & Motel,American Restaurant,44.44229502525196,-89.28666574075118,Central Waters Brewing Co.
5,Morning Star Coffee House,Coffee Shop,44.45100943946897,-89.28465786911309,Central Waters Brewing Co.
6,Ice Age Trail Skunk Foster Lake Segment,Nature Preserve,44.42815417428299,-89.20926963537356,Central Waters Brewing Co.
7,Smokey Spur Bar & Grill,Bar,44.463824370232075,-89.38593722813694,Central Waters Brewing Co.
0,Angry Chair Brewing,Brewery,28.005100821410835,-82.45930022195935,Angry Chair Brewing
1,The Revolution Ice Cream Co.,Ice Cream Shop,28.00820569494162,-82.45930650453514,Angry Chair Brewing
2,Trip's Diner,Diner,28.00555198875664,-82.45962516308069,Angry Chair Brewing
3,Bo's Ice Cream,Ice Cream Shop,28.01267850875006,-82.45933103832338,Angry Chair Brewing
4,Hampton Station,Pizza Place,28.00123527279981,-82.45103428540035,Angry Chair Brewing
5,American Legion,Bar,28.011743685719257,-82.45993243411614,Angry Chair Brewing
6,Ichicoro,Noodle House,27.994968232803384,-82.45927493485128,Angry Chair Brewing
7,Tampa's Lowry Park Zoo,Zoo,28.013237471155254,-82.46969369634039,Angry Chair Brewing
8,Taco Bus,Food Truck,27.995237993849145,-82.45113841842402,Angry Chair Brewing
9,Red Star Rock Bar,Bar,27.994756583488385,-82.4596198241923,Angry Chair Brewing
10,Ella’s Americana Folk Art Cafe,New American Restaurant,27.99359935264343,-82.45096857828514,Angry Chair Brewing
11,"Tampa Lowry Park Zoo ""Zoominations""",Zoo Exhibit,28.013008460514616,-82.46952227969916,Angry Chair Brewing
12,The Independent Bar and Cafe,Beer Garden,27.991974571642665,-82.45954449204646,Angry Chair Brewing
13,Wawa,Convenience Store,27.995434,-82.477705,Angry Chair Brewing
14,Southern Brewing,Brewery,27.9862009750465,-82.45148081371362,Angry Chair Brewing
15,La Casona,Caribbean Restaurant,27.999454884686493,-82.48426384970524,Angry Chair Brewing
16,Rivercrest Park,Playground,27.988266537018678,-82.46484378037724,Angry Chair Brewing
17,Krispy Kreme Doughnuts,Donut Shop,28.02638,-82.45921,Angry Chair Brewing
18,Sanwa Farmer's Market,Farmers Market,27.995710652093496,-82.42983970237304,Angry Chair Brewing
19,La Cabana Restaurant,Latin American Restaurant,27.995315529604888,-82.48462305416322,Angry Chair Brewing
20,Tampa Humidor,Smoke Shop,28.032851291191704,-82.44371341784473,Angry Chair Brewing
21,Yummy House China Bistro,Chinese Restaurant,27.996438784647175,-82.43000757369983,Angry Chair Brewing
22,Happy Fish Seafood Restaurant,Spanish Restaurant,27.975567305862842,-82.48632312075955,Angry Chair Brewing
23,Gino's Bar & Restaurant,Italian Restaurant,28.04067169943087,-82.48004702558706,Angry Chair Brewing
24,La Segunda Bakery,Bakery,27.965994913471256,-82.44315428754942,Angry Chair Brewing
25,Lee's Grocery,Pizza Place,27.96465274187119,-82.4554311903569,Angry Chair Brewing
26,West Tampa Sandwich Shop,Cuban Restaurant,27.973414879676803,-82.48500472652428,Angry Chair Brewing
27,Forest Hills Deli,Deli / Bodega,28.04026381364631,-82.46793308232391,Angry Chair Brewing
28,Burger Culture Food Truck,Food Truck,28.011292098850756,-82.50537268882744,Angry Chair Brewing
29,SheiKra,Theme Park Ride / Attraction,28.037248097436386,-82.42447967559006,Angry Chair Brewing
30,Al Lopez Park,Park,27.989206602844007,-82.50302038900055,Angry Chair Brewing
31,Serengeti Safari,Zoo,28.03606284691514,-82.4217316850802,Angry Chair Brewing
32,Big John's Alabama Barbecue,BBQ Joint,27.998608951643824,-82.4139831273077,Angry Chair Brewing
33,Water Works Park,Park,27.959167371486,-82.46280216554185,Angry Chair Brewing
34,Cheetah Hunt,Theme Park Ride / Attraction,28.034366486412907,-82.42017509714641,Angry Chair Brewing
35,Ulele,New American Restaurant,27.959821420710078,-82.46288875894915,Angry Chair Brewing
36,Montu,Theme Park Ride / Attraction,28.03422733321531,-82.41806138429902,Angry Chair Brewing
37,Cheetah Run,Zoo Exhibit,28.034065934130012,-82.42028235565793,Angry Chair Brewing
38,Busch Gardens Tampa Bay,Theme Park,28.0372161,-82.4194901,Angry Chair Brewing
39,Kumba,Theme Park Ride / Attraction,28.039613634088873,-82.4233825791062,Angry Chair Brewing
40,Tampa Bay Brewing Company,American Restaurant,27.961216332999015,-82.44159565583706,Angry Chair Brewing
41,Holy Hog BBQ,BBQ Joint,27.97053008,-82.48674802,Angry Chair Brewing
42,Centro Ybor,Plaza,27.96087257210845,-82.44163953521971,Angry Chair Brewing
43,Penguin Point,Exhibit,28.03521530223582,-82.42130630377726,Angry Chair Brewing
44,Ybor Saturday Market,Farmers Market,27.96126163508829,-82.43841449557331,Angry Chair Brewing
45,The Bricks,American Restaurant,27.960159680772676,-82.44436009414228,Angry Chair Brewing
46,Sesame Street Safari Of Fun,Playground,28.03479823906267,-82.42555606496182,Angry Chair Brewing
47,Saigon Deli,Vietnamese Restaurant,28.024858584926474,-82.50730054503231,Angry Chair Brewing
48,Ivarone's Steakhouse & Italian Grill,Steakhouse,28.02920907113152,-82.50159518479106,Angry Chair Brewing
49,Bay City Tattoo Inc,Tattoo Parlor,27.960346651751316,-82.44058925144618,Angry Chair Brewing
50,Raymond James Stadium,Football Stadium,27.975831767381656,-82.50335454940796,Angry Chair Brewing
51,Edge of Africa,Zoo,28.03520548589752,-82.41928339004517,Angry Chair Brewing
52,The Blind Tiger Cafe - Ybor City,Coffee Shop,27.96020835422864,-82.43794508606081,Angry Chair Brewing
53,La Teresita,Cuban Restaurant,27.96662300977553,-82.4966541808469,Angry Chair Brewing
54,King Corona Cigars Cafe & Bar,Smoke Shop,27.96026558397401,-82.4421240909171,Angry Chair Brewing
55,Cigar City Cider & Mead,Brewery,27.960718172527386,-82.4430145937256,Angry Chair Brewing
56,Serengeti Overook Restaurant,Buffet,28.03448168600141,-82.41939799686945,Angry Chair Brewing
57,Foundation Coffee,Coffee Shop,27.958666859399333,-82.46001071286635,Angry Chair Brewing
58,The Columbia Restaurant,Cuban Restaurant,27.96022798224269,-82.43496370779859,Angry Chair Brewing
59,Starbucks,Coffee Shop,28.054064817228273,-82.44259953883606,Angry Chair Brewing
60,Zydeco Brew Werks,Brewery,27.960330645195075,-82.43786101636408,Angry Chair Brewing
61,Tre Amici @ The Bunker,American Restaurant,27.961340283512815,-82.43786761465905,Angry Chair Brewing
62,"David A. Straz, Jr. Center for the Performing Arts (Straz Center)",Performing Arts Venue,27.95121168966637,-82.46409272700133,Angry Chair Brewing
63,The RITZ Ybor,Music Venue,27.960115236411077,-82.44291519756473,Angry Chair Brewing
64,Tampa Theatre,Movie Theater,27.950535099815887,-82.45843871079252,Angry Chair Brewing
65,Coppertail Brewing Company,Brewery,27.95595801964065,-82.43018521626402,Angry Chair Brewing
66,Tampa Sweethearts Cigar Co,Smoke Shop,27.95948,-82.44137,Angry Chair Brewing
67,Bernini,Italian Restaurant,27.960331542653556,-82.4404599728521,Angry Chair Brewing
68,Tabanero Cigars,Smoke Shop,27.9600225,-82.4415662,Angry Chair Brewing
69,Curtis Hixon Waterfront Park,Park,27.94907069978689,-82.46189296245574,Angry Chair Brewing
70,Eddie and Sam's Pizza,Pizza Place,27.94904410856286,-82.45918415653948,Angry Chair Brewing
71,George M Steinbrenner Field,Baseball Stadium,27.97986335719701,-82.50724643468857,Angry Chair Brewing
72,Saigon Bay Vietnamese Restaurant,Vietnamese Restaurant,28.053918880029855,-82.43263876443689,Angry Chair Brewing
73,IKEA,Furniture / Home Store,27.95370409398091,-82.43239191477973,Angry Chair Brewing
74,Fly Bar & Restaurant,Wine Bar,27.953635279514618,-82.46032222773502,Angry Chair Brewing
75,Adventure Island,Theme Park,28.041735,-82.4130593,Angry Chair Brewing
76,Yeoman's Cask & Lion,Beer Garden,27.947332845326827,-82.45495782431361,Angry Chair Brewing
77,Serengeti Outpost,Theme Park,28.039128067948397,-82.4152432376015,Angry Chair Brewing
78,Tampa Riverwalk,Scenic Lookout,27.945149948087536,-82.45834319627201,Angry Chair Brewing
79,Gin Joint,Speakeasy,27.949345257769817,-82.45848607304423,Angry Chair Brewing
80,Publix,Grocery Store,28.041051511432062,-82.50387779827439,Angry Chair Brewing
81,Oxford Exchange,American Restaurant,27.945009794466095,-82.46456827225153,Angry Chair Brewing
82,Val's Home Decor,Miscellaneous Shop,28.03796398797549,-82.50830912841981,Angry Chair Brewing
83,Pour House at Grand Central,Bar,27.951356919251204,-82.4477395048844,Angry Chair Brewing
84,First Watch,Breakfast Spot,27.948712,-82.459507,Angry Chair Brewing
85,SoFresh,Restaurant,27.949004305390027,-82.45858088345894,Angry Chair Brewing
86,Cooper's Hawk,American Restaurant,27.965505644289884,-82.5121703144305,Angry Chair Brewing
87,Total Wine & More,Liquor Store,27.9582619,-82.506304,Angry Chair Brewing
88,Skatepark Of Tampa,Skate Park,27.966039369768435,-82.41031706021312,Angry Chair Brewing
89,Tijuana Flats,Restaurant,28.0546949,-82.4289284,Angry Chair Brewing
90,Chick-fil-A,Fast Food Restaurant,27.964506,-82.504975,Angry Chair Brewing
91,Chipotle Mexican Grill,Mexican Restaurant,28.05487327921455,-82.42981195716999,Angry Chair Brewing
92,Rollin Oats Market & Cafe,Health Food Store,27.9529376,-82.49246560000002,Angry Chair Brewing
93,Amalie Arena,Hockey Arena,27.94280650366762,-82.45240274717482,Angry Chair Brewing
94,West Dog Park,Dog Run,28.004261217491774,-82.52488046780418,Angry Chair Brewing
95,Cigar City Brewing,Brewery,27.95913489891431,-82.50920941811694,Angry Chair Brewing
96,Texas de Brazil,Brazilian Restaurant,27.965028061848685,-82.51273737033166,Angry Chair Brewing
97,The International Boba House & Internet Cafe,Bubble Tea Shop,28.057106129961497,-82.42986600342705,Angry Chair Brewing
98,Bamboozle Cafe,Vietnamese Restaurant,27.948542892866104,-82.45935448748737,Angry Chair Brewing
99,Buddy Brew Coffee,Coffee Shop,27.944644819100038,-82.48071459425104,Angry Chair Brewing
0,Perrin Brewing Company,Brewery,43.071252828460786,-85.6815277659581,Perrin Brewing Co.
1,Oasis Hot Tub Garden,Spa,43.05514844808301,-85.69177092356715,Perrin Brewing Co.
2,Amore Trattoria Italiana,Trattoria/Osteria,43.055861922116954,-85.68924699592348,Perrin Brewing Co.
3,Under The Pines - Farm Market,Farmers Market,43.075012883697575,-85.69061852891758,Perrin Brewing Co.
4,Thrifty Outlet,Thrift / Vintage Store,43.048720046597836,-85.69003564706621,Perrin Brewing Co.
5,Party World,Liquor Store,43.06465749711399,-85.689408538048,Perrin Brewing Co.
6,Wahlfield park,Park,43.08854939172045,-85.69235170572243,Perrin Brewing Co.
7,Fifth Third Ballpark,Baseball Stadium,43.040022308322236,-85.65968692302704,Perrin Brewing Co.
8,ALDI,Grocery Store,43.03826971677224,-85.6909453868866,Perrin Brewing Co.
9,Pinkys place,Antique Shop,43.05058560921073,-85.68926341417067,Perrin Brewing Co.
10,Elk Brewing Company North,Brewery,43.046355550700255,-85.65812239286484,Perrin Brewing Co.
11,Vitale's of Comstock Park,Sports Bar,43.03208,-85.66707,Perrin Brewing Co.
12,Mad Dogz,Hot Dog Joint,43.03286128202096,-85.66671790452534,Perrin Brewing Co.
13,First Wok Chinese,Chinese Restaurant,43.027191978274985,-85.69067054756192,Perrin Brewing Co.
14,Speciation Artisan Ales,Brewery,43.0298275622854,-85.66853284835815,Perrin Brewing Co.
15,Five Guys,Burger Joint,43.03377443616434,-85.6888290066173,Perrin Brewing Co.
16,Starbucks,Coffee Shop,43.0224,-85.68907,Perrin Brewing Co.
17,Scott Lake Country Club,Golf Course,43.08012547645273,-85.64611633581372,Perrin Brewing Co.
18,Penzeys Spices,Gourmet Shop,43.020442297444426,-85.68714483297559,Perrin Brewing Co.
19,Snap Fitness,Gym,43.028727207462325,-85.68779501282914,Perrin Brewing Co.
20,Three Happiness,Chinese Restaurant,43.02398050345085,-85.6866592168808,Perrin Brewing Co.
21,Firehouse Subs Alpine,Sandwich Place,43.033622,-85.688635,Perrin Brewing Co.
22,Marshalls,Department Store,43.02130727149217,-85.69190682682688,Perrin Brewing Co.
23,Family Fitness of Alpine,Gym / Fitness Center,43.028618367336556,-85.69560435006845,Perrin Brewing Co.
